STATION_ID,DATE,CHLa,Year,Month,StationDate,STATION_YEAR,SECCHI_DEPTH,NITROGEN_TOTAL,PHOSPHORUS_TOTAL,PHOSPHORUS_ORTHO,TURBIDITY_HACH,TURBIDITY_NTU,TSF,TF,TSS,AMMONIA_TOTAL,NITRATE_TOTAL,DIN
4AROA167.34,2007-05-23T00:00:00Z,3.31,2007,5,4AROA167.34_2007-05-23,4AROA167.34_2007,2.6,0.605,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2007-06-14T00:00:00Z,1.8,2007,6,4AROA167.34_2007-06-14,4AROA167.34_2007,3.2,0.615,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2007-07-09T00:00:00Z,1.89,2007,7,4AROA167.34_2007-07-09,4AROA167.34_2007,2.1,0.5800000000000001,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2007-08-21T00:00:00Z,1.74,2007,8,4AROA167.34_2007-08-21,4AROA167.34_2007,2.9,0.43499999999999994,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2007-09-10T00:00:00Z,NA,2007,9,4AROA167.34_2007-09-10,4AROA167.34_2007,2.6,0.67,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA
4AROA167.34,2008-05-22T00:00:00Z,2.69,2008,5,4AROA167.34_2008-05-22,4AROA167.34_2008,2.8,0.5900000000000001,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2008-06-03T00:00:00Z,1.39,2008,6,4AROA167.34_2008-06-03,4AROA167.34_2008,3.1,0.6849999999999999,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2008-07-14T00:00:00Z,1.99,2008,7,4AROA167.34_2008-07-14,4AROA167.34_2008,2.8,0.47500000000000003,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2008-08-12T00:00:00Z,4.73,2008,8,4AROA167.34_2008-08-12,4AROA167.34_2008,2,0.445,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2008-09-24T00:00:00Z,3.2,2008,9,4AROA167.34_2008-09-24,4AROA167.34_2008,3.3,0.565,0.025,0.025,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2008-10-14T00:00:00Z,2.55,2008,10,4AROA167.34_2008-10-14,4AROA167.34_2008,3,0.4,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2009-05-20T00:00:00Z,1.32,2009,5,4AROA167.34_2009-05-20,4AROA167.34_2009,2.2,0.63,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2009-06-02T00:00:00Z,0.71,2009,6,4AROA167.34_2009-06-02,4AROA167.34_2009,3.9,0.62,0.025,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2009-07-16T00:00:00Z,3.08,2009,7,4AROA167.34_2009-07-16,4AROA167.34_2009,1.7,0.5900000000000001,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2009-08-25T00:00:00Z,12.41,2009,8,4AROA167.34_2009-08-25,4AROA167.34_2009,1,0.635,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2009-09-03T00:00:00Z,13.37,2009,9,4AROA167.34_2009-09-03,4AROA167.34_2009,1.7,0.38,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2009-09-21T00:00:00Z,NA,2009,9,4AROA167.34_2009-09-21,4AROA167.34_2009,NA,0.59,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA
4AROA167.34,2009-10-22T00:00:00Z,1.78,2009,10,4AROA167.34_2009-10-22,4AROA167.34_2009,2.7,0.51,0.04,0.02,NA,NA,NA,NA,NA,0.05,NA,NA
4AROA167.34,2010-05-25T00:00:00Z,5.87,2010,5,4AROA167.34_2010-05-25,4AROA167.34_2010,2,0.865,0.035,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2010-06-02T00:00:00Z,1.62,2010,6,4AROA167.34_2010-06-02,4AROA167.34_2010,2.7,0.635,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2010-07-22T00:00:00Z,1.67,2010,7,4AROA167.34_2010-07-22,4AROA167.34_2010,3.5,0.5349999999999999,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2010-08-09T00:00:00Z,2.31,2010,8,4AROA167.34_2010-08-09,4AROA167.34_2010,3.3,0.54,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2010-09-09T00:00:00Z,2.92,2010,9,4AROA167.34_2010-09-09,4AROA167.34_2010,2.5,0.5,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2011-05-09T00:00:00Z,3.9,2011,5,4AROA167.34_2011-05-09,4AROA167.34_2011,1.8,0.645,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2011-06-07T00:00:00Z,0.84,2011,6,4AROA167.34_2011-06-07,4AROA167.34_2011,4.1,0.595,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2011-07-12T00:00:00Z,1.6,2011,7,4AROA167.34_2011-07-12,4AROA167.34_2011,3.5,0.575,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2011-08-03T00:00:00Z,2.15,2011,8,4AROA167.34_2011-08-03,4AROA167.34_2011,2.4,0.44,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2011-09-27T00:00:00Z,7.53,2011,9,4AROA167.34_2011-09-27,4AROA167.34_2011,1.7,0.43500000000000005,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2011-10-26T00:00:00Z,1.82,2011,10,4AROA167.34_2011-10-26,4AROA167.34_2011,2.5,0.485,0.025,0.02,NA,NA,NA,NA,NA,0.06,NA,NA
4AROA167.34,2012-05-17T00:00:00Z,1.58,2012,5,4AROA167.34_2012-05-17,4AROA167.34_2012,2.4,0.62,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2012-06-07T00:00:00Z,2.3,2012,6,4AROA167.34_2012-06-07,4AROA167.34_2012,3,0.55,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2012-07-18T00:00:00Z,2.12,2012,7,4AROA167.34_2012-07-18,4AROA167.34_2012,2.6,0.505,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2012-08-02T00:00:00Z,3.45,2012,8,4AROA167.34_2012-08-02,4AROA167.34_2012,1.7,0.48,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2012-09-13T00:00:00Z,5.45,2012,9,4AROA167.34_2012-09-13,4AROA167.34_2012,1.3,0.46499999999999997,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2012-10-17T00:00:00Z,0.96,2012,10,4AROA167.34_2012-10-17,4AROA167.34_2012,3.1,0.43,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2013-05-15T00:00:00Z,1.55,2013,5,4AROA167.34_2013-05-15,4AROA167.34_2013,3.3,0.925,0.04,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2013-06-19T00:00:00Z,1.39,2013,6,4AROA167.34_2013-06-19,4AROA167.34_2013,4.1,0.915,0.125,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2013-07-15T00:00:00Z,2.49,2013,7,4AROA167.34_2013-07-15,4AROA167.34_2013,2.8,0.655,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2013-08-12T00:00:00Z,6.18,2013,8,4AROA167.34_2013-08-12,4AROA167.34_2013,2.1,0.575,0.030000000000000002,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2013-09-18T00:00:00Z,8.7,2013,9,4AROA167.34_2013-09-18,4AROA167.34_2013,1.8,0.56,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2013-10-16T00:00:00Z,0.5,2013,10,4AROA167.34_2013-10-16,4AROA167.34_2013,2.3,0.495,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2014-05-06T00:00:00Z,NA,2014,5,4AROA167.34_2014-05-06,4AROA167.34_2014,1.8,0.8049999999999999,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2014-06-03T00:00:00Z,3.95,2014,6,4AROA167.34_2014-06-03,4AROA167.34_2014,1.6,0.665,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2014-07-08T00:00:00Z,1.85,2014,7,4AROA167.34_2014-07-08,4AROA167.34_2014,4.1,0.57,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2014-08-14T00:00:00Z,2.38,2014,8,4AROA167.34_2014-08-14,4AROA167.34_2014,3,0.54,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2014-09-09T00:00:00Z,7.35,2014,9,4AROA167.34_2014-09-09,4AROA167.34_2014,1.8,0.515,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2014-10-09T00:00:00Z,6.21,2014,10,4AROA167.34_2014-10-09,4AROA167.34_2014,2,0.46,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2015-05-26T00:00:00Z,0.87,2015,5,4AROA167.34_2015-05-26,4AROA167.34_2015,4,0.5549999999999999,0.01,0.005,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2015-06-11T00:00:00Z,0.57,2015,6,4AROA167.34_2015-06-11,4AROA167.34_2015,6.1,0.535,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2015-07-20T00:00:00Z,1.57,2015,7,4AROA167.34_2015-07-20,4AROA167.34_2015,3.9,0.52,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2015-08-05T00:00:00Z,2.06,2015,8,4AROA167.34_2015-08-05,4AROA167.34_2015,3,0.485,0.01,0.005,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2015-09-02T00:00:00Z,1.23,2015,9,4AROA167.34_2015-09-02,4AROA167.34_2015,4.2,0.41,0.01,0.005,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2016-05-24T00:00:00Z,2.06,2016,5,4AROA167.34_2016-05-24,4AROA167.34_2016,2.6,0.675,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2016-06-14T00:00:00Z,1.8,2016,6,4AROA167.34_2016-06-14,4AROA167.34_2016,2.6,0.64,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2016-07-21T00:00:00Z,2.1,2016,7,4AROA167.34_2016-07-21,4AROA167.34_2016,3.4,0.5249999999999999,0.015,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2016-08-16T00:00:00Z,4.13,2016,8,4AROA167.34_2016-08-16,4AROA167.34_2016,2.5,0.49,0.015,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2016-09-06T00:00:00Z,3.74,2016,9,4AROA167.34_2016-09-06,4AROA167.34_2016,2.5,0.54,0.034999999999999996,0.005,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2016-10-12T00:00:00Z,1.57,2016,10,4AROA167.34_2016-10-12,4AROA167.34_2016,3.1,0.495,0.015,0.005,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2017-05-18T00:00:00Z,4.16,2017,5,4AROA167.34_2017-05-18,4AROA167.34_2017,2,0.55,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2017-06-20T00:00:00Z,3.04,2017,6,4AROA167.34_2017-06-20,4AROA167.34_2017,2.1,0.37,0.01,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2017-07-12T00:00:00Z,1.57,2017,7,4AROA167.34_2017-07-12,4AROA167.34_2017,3.1,0.28,0,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2017-08-09T00:00:00Z,5.98,2017,8,4AROA167.34_2017-08-09,4AROA167.34_2017,1.8,0.32,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2017-09-26T00:00:00Z,1.99,2017,9,4AROA167.34_2017-09-26,4AROA167.34_2017,2.6,0.27,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2018-05-24T00:00:00Z,1.64,2018,5,4AROA167.34_2018-05-24,4AROA167.34_2018,2.5,0.54,0.01,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2018-06-14T00:00:00Z,2.58,2018,6,4AROA167.34_2018-06-14,4AROA167.34_2018,2.2,0.42,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2018-07-18T00:00:00Z,2.58,2018,7,4AROA167.34_2018-07-18,4AROA167.34_2018,2.7,0.2,0,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2018-08-15T00:00:00Z,3.01,2018,8,4AROA167.34_2018-08-15,4AROA167.34_2018,NA,0.26,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2018-09-05T00:00:00Z,1.89,2018,9,4AROA167.34_2018-09-05,4AROA167.34_2018,3,0.27,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2018-10-24T00:00:00Z,2.24,2018,10,4AROA167.34_2018-10-24,4AROA167.34_2018,1.7,0.46,0.02,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2019-05-22T00:00:00Z,8.03,2019,5,4AROA167.34_2019-05-22,4AROA167.34_2019,1.1,0.62,0.03,0.01,NA,NA,NA,NA,NA,0.02,NA,NA
4AROA167.34,2019-06-11T00:00:00Z,1.6,2019,6,4AROA167.34_2019-06-11,4AROA167.34_2019,3,0.5,0.01,0.01,NA,NA,NA,NA,NA,0.02,NA,NA
4AROA167.34,2019-07-24T00:00:00Z,3.56,2019,7,4AROA167.34_2019-07-24,4AROA167.34_2019,2.4,0.38,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2019-08-12T00:00:00Z,3.28,2019,8,4AROA167.34_2019-08-12,4AROA167.34_2019,1.5,0.3,0,0.02,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2019-09-24T00:00:00Z,4.41,2019,9,4AROA167.34_2019-09-24,4AROA167.34_2019,1.4,0.29,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2020-07-06T00:00:00Z,1.64,2020,7,4AROA167.34_2020-07-06,4AROA167.34_2020,2.5,0.33,0.01,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2020-08-13T00:00:00Z,4.25,2020,8,4AROA167.34_2020-08-13,4AROA167.34_2020,2,0.31,0.01,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2020-09-08T00:00:00Z,5.52,2020,9,4AROA167.34_2020-09-08,4AROA167.34_2020,1.7,0.27,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2020-10-19T00:00:00Z,3.61,2020,10,4AROA167.34_2020-10-19,4AROA167.34_2020,2.9,0.35,0.01,0,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2021-05-18T00:00:00Z,5.36,2021,5,4AROA167.34_2021-05-18,4AROA167.34_2021,1.6,0.56,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2021-06-14T00:00:00Z,0.89,2021,6,4AROA167.34_2021-06-14,4AROA167.34_2021,4.7,0.4,0,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2021-07-27T00:00:00Z,3.29,2021,7,4AROA167.34_2021-07-27,4AROA167.34_2021,2.5,0.38,0,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2021-09-16T00:00:00Z,2.83,2021,9,4AROA167.34_2021-09-16,4AROA167.34_2021,2.4,0.5,0,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2021-10-20T00:00:00Z,8.06,2021,10,4AROA167.34_2021-10-20,4AROA167.34_2021,1.4,0.3,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2022-05-18T00:00:00Z,1.76,2022,5,4AROA167.34_2022-05-18,4AROA167.34_2022,2.4,0.35,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2022-06-16T00:00:00Z,0.91,2022,6,4AROA167.34_2022-06-16,4AROA167.34_2022,4.4,0.33,0.01,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2022-07-07T00:00:00Z,2.54,2022,7,4AROA167.34_2022-07-07,4AROA167.34_2022,2.9,0.35,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2022-08-04T00:00:00Z,2.06,2022,8,4AROA167.34_2022-08-04,4AROA167.34_2022,2,0.27,0,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2022-09-28T00:00:00Z,4.72,2022,9,4AROA167.34_2022-09-28,4AROA167.34_2022,2.6,0.3,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2022-10-17T00:00:00Z,2.99,2022,10,4AROA167.34_2022-10-17,4AROA167.34_2022,3.9,0.35,0,0,NA,NA,NA,NA,NA,0.02,NA,NA
4AROA167.34,2023-05-15T00:00:00Z,6.62,2023,5,4AROA167.34_2023-05-15,4AROA167.34_2023,2.3,0.41,0,0,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2023-06-26T00:00:00Z,2.79,2023,6,4AROA167.34_2023-06-26,4AROA167.34_2023,2.1,0.37,0.01,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2023-07-26T00:00:00Z,2.06,2023,7,4AROA167.34_2023-07-26,4AROA167.34_2023,3.2,0.28,0,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2023-08-22T00:00:00Z,2.76,2023,8,4AROA167.34_2023-08-22,4AROA167.34_2023,2.7,0.28,0,0,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2023-09-27T00:00:00Z,7,2023,9,4AROA167.34_2023-09-27,4AROA167.34_2023,2.2,0.34,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2023-10-25T00:00:00Z,1.58,2023,10,4AROA167.34_2023-10-25,4AROA167.34_2023,3.6,0.34,0.01,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA167.34,2024-05-16T00:00:00Z,1.28,2024,5,4AROA167.34_2024-05-16,4AROA167.34_2024,3.5,0.35,0.01,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA167.34,2024-06-17T00:00:00Z,1.3,2024,6,4AROA167.34_2024-06-17,4AROA167.34_2024,3.1,0.27,0.01,0.01,NA,NA,NA,NA,NA,0.01,NA,NA
4AROA167.34,2024-07-08T00:00:00Z,1.76,2024,7,4AROA167.34_2024-07-08,4AROA167.34_2024,3,0.9,0,0.01,NA,NA,NA,NA,NA,0,NA,NA
4AROA175.63,1999-05-23T00:00:00Z,NA,1999,5,4AROA175.63_1999-05-23,4AROA175.63_1999,1.3,NA,0.023333333333333334,0.01,3.08,NA,3,112.66666666666667,3.6666666666666665,0.04,0.29,0.32999999999999996
4AROA175.63,1999-06-14T00:00:00Z,4.42,1999,6,4AROA175.63_1999-06-14,4AROA175.63_1999,2.1,NA,0.01,0.01,2.2466666666666666,NA,3,89.33333333333333,3,0.04,0.18,0.22
4AROA175.63,1999-07-21T00:00:00Z,8.58,1999,7,4AROA175.63_1999-07-21,4AROA175.63_1999,1.5,NA,0.023333333333333334,0.01,7.586666666666667,NA,5,78,7,0.04,0.04,0.08
4AROA175.63,1999-08-18T00:00:00Z,7.34,1999,8,4AROA175.63_1999-08-18,4AROA175.63_1999,1,NA,0.02666666666666667,0.013333333333333334,3.19,NA,3,101,3.6666666666666665,0.04,0.04,0.08
4AROA175.63,1999-09-20T00:00:00Z,8.34,1999,9,4AROA175.63_1999-09-20,4AROA175.63_1999,1.7,NA,0.02,0.02,3.8,NA,3,88,3.6666666666666665,0.04,0.04,0.08
4AROA175.63,1999-10-19T00:00:00Z,5.94,1999,10,4AROA175.63_1999-10-19,4AROA175.63_1999,3,NA,0.013333333333333334,0.01,3.23,NA,3,152,11,0.04,0.22,0.26
4AROA175.63,2000-05-17T00:00:00Z,5.92,2000,5,4AROA175.63_2000-05-17,4AROA175.63_2000,NA,NA,0.013333333333333334,0.016666666666666666,5.333333333333334,NA,3,92,3.3333333333333335,0.04,0.16,0.2
4AROA175.63,2000-06-26T00:00:00Z,2.66,2000,6,4AROA175.63_2000-06-26,4AROA175.63_2000,NA,NA,0.016666666666666666,0.013333333333333334,5.1,NA,4.333333333333333,96,5.666666666666667,0.04,0.04,0.08
4AROA175.63,2000-08-01T00:00:00Z,8.3,2000,8,4AROA175.63_2000-08-01,4AROA175.63_2000,NA,NA,0.030000000000000002,0.016666666666666666,6.463333333333333,NA,6.333333333333333,53.333333333333336,8.666666666666666,0.04,0.04,0.08
4AROA175.63,2000-10-16T00:00:00Z,2.15,2000,10,4AROA175.63_2000-10-16,4AROA175.63_2000,NA,NA,0.01,0.01,2.7333333333333334,NA,1.3333333333333333,104,3,0.04,0.11,0.15
4AROA175.63,2001-05-14T00:00:00Z,NA,2001,5,4AROA175.63_2001-05-14,4AROA175.63_2001,NA,NA,0.025,0.015,4.435,NA,1,118,4,0,0.22,0.22
4AROA175.63,2001-06-18T00:00:00Z,5.57,2001,6,4AROA175.63_2001-06-18,4AROA175.63_2001,NA,NA,0.01,0.015,3.17,NA,0.5,111,3,0.02,0.32,0.34
4AROA175.63,2001-07-17T00:00:00Z,4.83,2001,7,4AROA175.63_2001-07-17,4AROA175.63_2001,2,NA,0.015,0.01,4.65,NA,1,116,3,0.01,0.06,0.06999999999999999
4AROA175.63,2001-08-20T00:00:00Z,7.97,2001,8,4AROA175.63_2001-08-20,4AROA175.63_2001,1.7,NA,0.030000000000000002,0.01,5.15,NA,0.5,114.5,4,0.01,0.01,0.02
4AROA175.63,2001-09-17T00:00:00Z,7.37,2001,9,4AROA175.63_2001-09-17,4AROA175.63_2001,1.8,NA,0.035,0.025,4.4,NA,1,111,4,0.04,0.01,0.05
4AROA175.63,2001-10-18T00:00:00Z,0.75,2001,10,4AROA175.63_2001-10-18,4AROA175.63_2001,2.5,NA,0.01,0.01,4.33,NA,2,134,3.5,0.07,0.12,0.19
4AROA175.63,2002-05-15T00:00:00Z,6.48,2002,5,4AROA175.63_2002-05-15,4AROA175.63_2002,1.6,NA,0.02,0.01,6,NA,5.5,127.5,8,0.02,0.42,0.44
4AROA175.63,2002-06-10T00:00:00Z,1.09,2002,6,4AROA175.63_2002-06-10,4AROA175.63_2002,2.9,NA,0.015,0.01,2.9,NA,2,113.5,3.5,0.02,0.14,0.16
4AROA175.63,2002-07-08T00:00:00Z,2.99,2002,7,4AROA175.63_2002-07-08,4AROA175.63_2002,1.5,NA,0.02,0.01,5.1,NA,2.5,113.5,3.5,0.01,0.01,0.02
4AROA175.63,2002-08-19T00:00:00Z,3.76,2002,8,4AROA175.63_2002-08-19,4AROA175.63_2002,1.2,NA,0.02,0.015,3.35,NA,1.5,105,3.5,0,0.06,0.06
4AROA175.63,2002-09-12T00:00:00Z,3.81,2002,9,4AROA175.63_2002-09-12,4AROA175.63_2002,1.5,NA,0.02,0.02,2.8,NA,1,99,2.5,0.01,0.02,0.03
4AROA175.63,2003-06-05T00:00:00Z,6.8,2003,6,4AROA175.63_2003-06-05,4AROA175.63_2003,NA,NA,0.03,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2003-07-08T00:00:00Z,7.65,2003,7,4AROA175.63_2003-07-08,4AROA175.63_2003,1.5,0.5700000000000001,0.02,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2003-08-11T00:00:00Z,16.07,2003,8,4AROA175.63_2003-08-11,4AROA175.63_2003,1.2,0.585,0.025,0.015,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2003-09-11T00:00:00Z,3.76,2003,9,4AROA175.63_2003-09-11,4AROA175.63_2003,2.3,0.67,0.02,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2004-05-06T00:00:00Z,2.74,2004,5,4AROA175.63_2004-05-06,4AROA175.63_2004,2.1,0.9949999999999999,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2004-06-10T00:00:00Z,6.19,2004,6,4AROA175.63_2004-06-10,4AROA175.63_2004,1.5,0.79,0.015,0.01,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2004-07-14T00:00:00Z,3.97,2004,7,4AROA175.63_2004-07-14,4AROA175.63_2004,1.8,0.6499999999999999,0.025,0.005,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2004-08-17T00:00:00Z,10.04,2004,8,4AROA175.63_2004-08-17,4AROA175.63_2004,1.6,0.585,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2004-09-23T00:00:00Z,6.11,2004,9,4AROA175.63_2004-09-23,4AROA175.63_2004,1.5,0.6799999999999999,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2004-10-25T00:00:00Z,1.23,2004,10,4AROA175.63_2004-10-25,4AROA175.63_2004,2,0.965,0.05,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2005-05-11T00:00:00Z,0.75,2005,5,4AROA175.63_2005-05-11,4AROA175.63_2005,1.7,0.915,0.02,0.025,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2005-06-06T00:00:00Z,NA,2005,6,4AROA175.63_2005-06-06,4AROA175.63_2005,1.6,0.8600000000000001,0.01,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2005-07-05T00:00:00Z,4.82,2005,7,4AROA175.63_2005-07-05,4AROA175.63_2005,1.7,0.76,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2005-08-02T00:00:00Z,16.68,2005,8,4AROA175.63_2005-08-02,4AROA175.63_2005,1.3,0.64,0.020999999999999998,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2005-09-12T00:00:00Z,9.33,2005,9,4AROA175.63_2005-09-12,4AROA175.63_2005,0.8,0.51,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2005-10-18T00:00:00Z,4.33,2005,10,4AROA175.63_2005-10-18,4AROA175.63_2005,2.1,0.6200000000000001,0.025,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2006-05-09T00:00:00Z,3.92,2006,5,4AROA175.63_2006-05-09,4AROA175.63_2006,2,1.22,0.02,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2006-06-13T00:00:00Z,3.2,2006,6,4AROA175.63_2006-06-13,4AROA175.63_2006,2.1,0.895,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
4AROA175.63,2006-07-12T00:00:00Z,5.55,2006,7,4AROA175.63_2006-07-12,4AROA175.63_2006,1.3,0.7,0.015,0.02,NA,NA,NA,NA,NA,0.04,NA,NA
