CBSeg2003,Station,SampleDate,Year,Month,STATION_YEAR,CHLA,TN,DIN,TP,TSS,SECCHI
POTTF ,1AOCC002.47,2014-05-21T00:00:00Z,2014,5,1AOCC002.47_2014,4.29,1.12,NA,0.08,13,0.4
POTTF ,1AOCC002.47,2014-06-17T00:00:00Z,2014,6,1AOCC002.47_2014,15.7,1.31,NA,0.05,10,0.6
POTTF ,1AOCC002.47,2014-07-29T00:00:00Z,2014,7,1AOCC002.47_2014,18.7,0.77,NA,0.06,12,0.6
POTTF ,1AOCC002.47,2014-08-18T00:00:00Z,2014,8,1AOCC002.47_2014,10,0.74,NA,0.04,7,0.9
POTTF ,1AOCC002.47,2014-09-30T00:00:00Z,2014,9,1AOCC002.47_2014,5.93,0.55,NA,0.04,11,1
POTTF ,1AOCC002.47,2014-10-21T00:00:00Z,2014,10,1AOCC002.47_2014,6.05,0.86,NA,0.04,6,1
POTTF ,1AOCC002.47,2015-05-04T00:00:00Z,2015,5,1AOCC002.47_2015,11.7,0.96,NA,0.06,10,0.7
POTTF ,1AOCC002.47,2015-06-09T00:00:00Z,2015,6,1AOCC002.47_2015,20.8,0.64,NA,0.06,22,0.5
POTTF ,1AOCC002.47,2015-07-28T00:00:00Z,2015,7,1AOCC002.47_2015,21.6,0.76,NA,0.05,13,0.5
POTTF ,1AOCC002.47,2015-08-24T00:00:00Z,2015,8,1AOCC002.47_2015,10.7,0.68,NA,0.04,7,0.9
POTTF ,1AOCC002.47,2015-09-28T00:00:00Z,2015,9,1AOCC002.47_2015,9.5,0.46,NA,0.03,4,1.2
POTTF ,1AOCC002.47,2015-10-19T00:00:00Z,2015,10,1AOCC002.47_2015,3.29,1.25,NA,0.03,6,NA
POTTF ,1APOH000.21,2004-05-26T00:00:00Z,2004,5,1APOH000.21_2004,7.46,1.66,NA,0.05,9,0.7
POTTF ,1APOH000.21,2004-08-23T00:00:00Z,2004,8,1APOH000.21_2004,16.96,1.64,NA,0.06,13,0.6
POTTF ,1APOH000.21,2004-09-21T00:00:00Z,2004,9,1APOH000.21_2004,1.14,1.45,NA,0.11,46,0.3
POTTF ,1APOH000.93,2010-05-13T00:00:00Z,2010,5,1APOH000.93_2010,4.93,1.52,NA,0.07,12,0.7
POTTF ,1APOH000.93,2010-08-23T00:00:00Z,2010,8,1APOH000.93_2010,20.1,0.8,NA,0.08,23,0.3
POTTF ,1APOH000.93,2010-09-20T00:00:00Z,2010,9,1APOH000.93_2010,22,0.79,NA,0.09,25,0.5
POTTF ,1APOH000.93,2014-06-17T00:00:00Z,2014,6,1APOH000.93_2014,8.08,1.78,NA,0.08,NA,0.4
POTTF ,1APOH000.93,2014-07-29T00:00:00Z,2014,7,1APOH000.93_2014,32.3,1.11,NA,0.09,NA,0.5
POTTF ,1APOH000.93,2014-09-30T00:00:00Z,2014,9,1APOH000.93_2014,13.6,1.03,NA,0.04,NA,0.6
POTTF ,1APOH000.93,2015-05-04T00:00:00Z,2015,5,1APOH000.93_2015,15.7,1.2,NA,0.03,NA,0.8
POTTF ,1APOH000.93,2015-08-24T00:00:00Z,2015,8,1APOH000.93_2015,13.8,0.58,NA,0.05,NA,0.6
POTTF ,1APOH000.93,2015-10-19T00:00:00Z,2015,10,1APOH000.93_2015,13.4,1.22,NA,0.04,NA,0.8
POTTF ,1APOH002.32,2004-05-26T00:00:00Z,2004,5,1APOH002.32_2004,24.87,2.61,NA,0.11,11,0.6
POTTF ,1APOH002.32,2004-08-23T00:00:00Z,2004,8,1APOH002.32_2004,5.22,3,NA,0.04,6,0.8
POTTF ,1APOH002.32,2004-09-21T00:00:00Z,2004,9,1APOH002.32_2004,5.23,2.49,NA,0.04,15,1.4
POTTF ,1APOH002.32,2005-06-13T00:00:00Z,2005,6,1APOH002.32_2005,14.51,1.74,NA,0.05,26,NA
POTTF ,1APOH002.32,2005-07-11T00:00:00Z,2005,7,1APOH002.32_2005,19.4,1.15,NA,0.07,11,NA
POTTF ,1APOH002.32,2005-09-19T00:00:00Z,2005,9,1APOH002.32_2005,1.14,0.98,NA,0.04,3,NA
POTTF ,1APOH002.32,2006-05-08T00:00:00Z,2006,5,1APOH002.32_2006,16,1.55,NA,0.05,16,NA
POTTF ,1APOH002.32,2006-07-10T00:00:00Z,2006,7,1APOH002.32_2006,13.92,1.64,NA,0.06,7,0.5
POTTF ,1APOH002.32,2006-08-07T00:00:00Z,2006,8,1APOH002.32_2006,1.92,3.5,NA,0.02,3,1.3
POTTF ,1APOH002.32,2006-09-12T00:00:00Z,2006,9,1APOH002.32_2006,4.24,1.69,NA,0.02,3,1.3
POTTF ,1APOH002.32,2007-05-07T00:00:00Z,2007,5,1APOH002.32_2007,19.69,2.42,1.438,0.06,17,0.4
POTTF ,1APOH002.32,2007-06-07T00:00:00Z,2007,6,1APOH002.32_2007,38.8,2.6130000000000004,1.435,0.09,18,0.4
POTTF ,1APOH002.32,2007-08-13T00:00:00Z,2007,8,1APOH002.32_2007,6.46,2.3955,1.54,0.04,3,1.2
POTTF ,1APOH002.32,2007-09-20T00:00:00Z,2007,9,1APOH002.32_2007,3.51,2.286,1.513,0.02,3,1.2
POTTF ,1APOH002.32,2007-10-15T00:00:00Z,2007,10,1APOH002.32_2007,9.22,2.0534999999999997,1.295,0.03,4,1.3
POTTF ,1APOH002.32,2008-05-05T00:00:00Z,2008,5,1APOH002.32_2008,13.81,2.88,NA,0.07,17,0.5
POTTF ,1APOH002.32,2008-06-02T00:00:00Z,2008,6,1APOH002.32_2008,7.57,1.9,NA,0.09,26,0.3
POTTF ,1APOH002.32,2008-07-14T00:00:00Z,2008,7,1APOH002.32_2008,2.62,2.71,NA,0.05,6,1
POTTF ,1APOH002.32,2008-08-04T00:00:00Z,2008,8,1APOH002.32_2008,21.18,1.61,NA,0.08,13,0.5
POTTF ,1APOH002.32,2008-10-06T00:00:00Z,2008,10,1APOH002.32_2008,3.24,3.58,NA,0.03,4,1.1
POTTF ,1APOH002.32,2009-05-05T00:00:00Z,2009,5,1APOH002.32_2009,9.29,1.9,NA,0.09,21,0.4
POTTF ,1APOH002.32,2009-06-01T00:00:00Z,2009,6,1APOH002.32_2009,39.82,1.77,NA,0.08,16,0.5
POTTF ,1APOH002.32,2009-07-06T00:00:00Z,2009,7,1APOH002.32_2009,17.21,2.52,NA,0.06,13,0.5
POTTF ,1APOH002.32,2009-08-03T00:00:00Z,2009,8,1APOH002.32_2009,3.44,1.56,NA,0.05,3,0.9
POTTF ,1APOH002.32,2009-09-14T00:00:00Z,2009,9,1APOH002.32_2009,2.14,2.78,NA,0.03,3,1.2
POTTF ,1APOH002.32,2009-10-06T00:00:00Z,2009,10,1APOH002.32_2009,3.76,3.14,NA,0.02,3,1.4
POTTF ,1APOH002.32,2010-05-13T00:00:00Z,2010,5,1APOH002.32_2010,8.99,2.33,NA,0.07,11,0.7
POTTF ,1APOH002.32,2010-06-14T00:00:00Z,2010,6,1APOH002.32_2010,11,1.35,NA,0.05,4,1.2
POTTF ,1APOH002.32,2010-07-19T00:00:00Z,2010,7,1APOH002.32_2010,4.36,1.1,NA,0.07,2,NA
POTTF ,1APOH002.32,2010-08-23T00:00:00Z,2010,8,1APOH002.32_2010,1.41,1.1,NA,0.04,1,1.4
POTTF ,1APOH002.32,2010-09-20T00:00:00Z,2010,9,1APOH002.32_2010,14.1,1.68,NA,0.03,2,1.4
POTTF ,1APOH002.32,2011-05-02T00:00:00Z,2011,5,1APOH002.32_2011,22.2,1.96,NA,0.07,23,0.5
POTTF ,1APOH002.32,2011-05-23T00:00:00Z,2011,5,1APOH002.32_2011,21.4,1.44,NA,0.06,15,0.3
POTTF ,1APOH002.32,2011-06-07T00:00:00Z,2011,6,1APOH002.32_2011,19.8,1.26,NA,0.06,6,0.5
POTTF ,1APOH002.32,2011-07-27T00:00:00Z,2011,7,1APOH002.32_2011,12.9,0.97,NA,0.03,4,1.4
POTTF ,1APOH002.32,2011-08-18T00:00:00Z,2011,8,1APOH002.32_2011,25.8,1.1,NA,0.04,6,0.9
POTTF ,1APOH002.32,2011-09-26T00:00:00Z,2011,9,1APOH002.32_2011,13.4,2.15,NA,0.06,4,1.1
POTTF ,1APOH002.32,2012-05-29T00:00:00Z,2012,5,1APOH002.32_2012,48.6,1.41,NA,0.09,15,0.6
POTTF ,1APOH002.32,2012-06-13T00:00:00Z,2012,6,1APOH002.32_2012,2.86,1.83,NA,0.06,15,0.7
POTTF ,1APOH002.32,2012-07-23T00:00:00Z,2012,7,1APOH002.32_2012,16.7,0.81,NA,0.04,9,0.7
POTTF ,1APOH002.32,2012-08-27T00:00:00Z,2012,8,1APOH002.32_2012,3.42,1.34,NA,0.02,3,1.4
POTTF ,1APOH002.32,2013-05-13T00:00:00Z,2013,5,1APOH002.32_2013,17.9,1.93,NA,0.08,13,0.6
POTTF ,1APOH002.32,2013-06-04T00:00:00Z,2013,6,1APOH002.32_2013,13.4,1.86,NA,0.11,21,0.5
POTTF ,1APOH002.32,2013-07-15T00:00:00Z,2013,7,1APOH002.32_2013,27.5,1.01,NA,0.07,14,0.6
POTTF ,1APOH002.32,2013-08-19T00:00:00Z,2013,8,1APOH002.32_2013,3.17,1.74,NA,0.02,3,1.3
POTTF ,1APOH002.32,2013-10-28T00:00:00Z,2013,10,1APOH002.32_2013,33.2,0.93,NA,0.08,5,0.9
POTTF ,1APOH002.32,2014-05-21T00:00:00Z,2014,5,1APOH002.32_2014,11.1,1.7,NA,0.07,33,0.3
POTTF ,1APOH002.32,2014-06-17T00:00:00Z,2014,6,1APOH002.32_2014,18,1.24,NA,0.06,10,0.8
POTTF ,1APOH002.32,2014-07-29T00:00:00Z,2014,7,1APOH002.32_2014,14.3,0.65,NA,0.05,3,0.9
POTTF ,1APOH002.32,2014-08-18T00:00:00Z,2014,8,1APOH002.32_2014,4.91,0.59,NA,0.06,3,1.6
POTTF ,1APOH002.32,2014-09-30T00:00:00Z,2014,9,1APOH002.32_2014,4.77,0.63,NA,0.03,3,1.4
POTTF ,1APOH002.32,2014-10-21T00:00:00Z,2014,10,1APOH002.32_2014,6.55,0.82,NA,0.04,3,1.5
POTTF ,1APOH002.32,2015-05-04T00:00:00Z,2015,5,1APOH002.32_2015,14.4,1.15,NA,0.05,9,0.6
POTTF ,1APOH002.32,2015-06-09T00:00:00Z,2015,6,1APOH002.32_2015,36,0.93,NA,0.06,12,0.8
POTTF ,1APOH002.32,2015-08-24T00:00:00Z,2015,8,1APOH002.32_2015,2.54,0.47,NA,0.03,3,1.1
POTTF ,1APOH002.32,2015-10-19T00:00:00Z,2015,10,1APOH002.32_2015,4.72,0.9,NA,0.03,3,1.1
POTTF ,1AQUA000.43,2007-06-18T00:00:00Z,2007,6,1AQUA000.43_2007,5.13,0.9355,0.461,0.04,6,0.7
POTTF ,1AQUA000.43,2007-08-20T00:00:00Z,2007,8,1AQUA000.43_2007,5.61,0.537,0.23,0.06,8,0.7
POTTF ,1AQUA000.43,2007-09-24T00:00:00Z,2007,9,1AQUA000.43_2007,3.2,0.912,0.289,0.07,9,0.7
POTTF ,1AQUA000.43,2007-10-29T00:00:00Z,2007,10,1AQUA000.43_2007,1.42,1.108,0.526,0.06,18,0.55
POTTF ,1AQUA000.43,2008-05-19T00:00:00Z,2008,5,1AQUA000.43_2008,0.71,1.37,NA,0.06,17,0.4
POTTF ,1AQUA000.43,2008-06-23T00:00:00Z,2008,6,1AQUA000.43_2008,2.94,1.22,NA,0.05,15,0.7
POTTF ,1AQUA000.43,2008-07-28T00:00:00Z,2008,7,1AQUA000.43_2008,7.67,0.79,NA,0.06,15,0.6
POTTF ,1AQUA000.43,2008-08-25T00:00:00Z,2008,8,1AQUA000.43_2008,3.31,0.59,NA,0.05,5,1.3
POTTF ,1AQUA000.43,2008-10-27T00:00:00Z,2008,10,1AQUA000.43_2008,2.31,1.12,NA,0.07,16,0.7
POTTF ,1AQUA000.43,2009-05-19T00:00:00Z,2009,5,1AQUA000.43_2009,4.22,1.31,NA,0.06,16,0.5
POTTF ,1AQUA000.43,2009-06-22T00:00:00Z,2009,6,1AQUA000.43_2009,3.6,1.44,NA,0.07,19,0.5
POTTF ,1AQUA000.43,2009-07-27T00:00:00Z,2009,7,1AQUA000.43_2009,5.71,1.08,NA,0.07,24,0.5
POTTF ,1AQUA000.43,2009-08-24T00:00:00Z,2009,8,1AQUA000.43_2009,3.56,0.86,NA,0.08,11,0.7
POTTF ,1AQUA000.43,2009-10-05T00:00:00Z,2009,10,1AQUA000.43_2009,3.17,0.88,NA,0.06,9,1
POTTF ,1AQUA000.43,2010-05-17T00:00:00Z,2010,5,1AQUA000.43_2010,19.2,1.25,NA,0.05,16,0.7
POTTF ,1AQUA000.43,2010-06-28T00:00:00Z,2010,6,1AQUA000.43_2010,18.6,0.89,NA,0.06,11,0.7
POTTF ,1AQUA000.43,2010-07-26T00:00:00Z,2010,7,1AQUA000.43_2010,6.02,0.55,NA,0.08,11,0.6
POTTF ,1AQUA000.43,2010-08-30T00:00:00Z,2010,8,1AQUA000.43_2010,14.5,0.62,NA,0.09,18,0.5
POTTF ,1AQUA000.43,2010-10-25T00:00:00Z,2010,10,1AQUA000.43_2010,3.24,1,NA,0.07,12,0.5
POTTF ,1AQUA000.43,2011-05-23T00:00:00Z,2011,5,1AQUA000.43_2011,6.68,1.18,NA,0.09,29,0.3
POTTF ,1AQUA000.43,2011-06-29T00:00:00Z,2011,6,1AQUA000.43_2011,27.2,1.12,NA,0.08,21,0.5
POTTF ,1AQUA000.43,2011-08-24T00:00:00Z,2011,8,1AQUA000.43_2011,21.1,0.76,NA,0.13,28,0.3
POTTF ,1AQUA000.43,2011-10-24T00:00:00Z,2011,10,1AQUA000.43_2011,7.72,1.65,NA,0.06,18,0.4
POTTF ,1AQUA000.43,2013-05-20T00:00:00Z,2013,5,1AQUA000.43_2013,15.5,0.97,NA,0.08,32,0.4
POTTF ,1AQUA000.43,2013-07-30T00:00:00Z,2013,7,1AQUA000.43_2013,23.9,0.88,NA,0.09,20,0.5
POTTF ,1AQUA000.43,2013-09-16T00:00:00Z,2013,9,1AQUA000.43_2013,15,0.78,NA,0.07,21,0.5
POTTF ,1AQUA000.43,2014-05-28T00:00:00Z,2014,5,1AQUA000.43_2014,17.4,1.51,NA,0.05,15,0.5
POTTF ,1AQUA000.43,2014-06-24T00:00:00Z,2014,6,1AQUA000.43_2014,26.2,1.14,NA,0.06,17,0.5
POTTF ,1AQUA000.43,2014-07-21T00:00:00Z,2014,7,1AQUA000.43_2014,36.6,0.89,NA,0.1,18,0.5
POTTF ,1AQUA000.43,2014-09-02T00:00:00Z,2014,9,1AQUA000.43_2014,22.5,0.73,NA,0.08,22,0.5
POTTF ,1AQUA000.43,2014-10-29T00:00:00Z,2014,10,1AQUA000.43_2014,8.44,1.06,NA,0.06,16,0.6
POTTF ,1AQUA000.43,2015-06-22T00:00:00Z,2015,6,1AQUA000.43_2015,23.8,0.82,NA,0.06,14,0.8
POTTF ,1AQUA000.43,2015-07-20T00:00:00Z,2015,7,1AQUA000.43_2015,32.5,1.12,NA,0.06,10,0.7
POTTF ,1AQUA000.43,2015-08-05T00:00:00Z,2015,8,1AQUA000.43_2015,24.9,0.76,NA,0.09,36,0.5
POTTF ,1AQUA000.43,2015-09-28T00:00:00Z,2015,9,1AQUA000.43_2015,6.35,0.56,NA,0.06,7,1
POTTF ,PMS01,2000-05-08T00:00:00Z,2000,5,PMS01_2000,0.48,NA,0.828,NA,NA,2.1
POTTF ,PMS01,2000-06-12T00:00:00Z,2000,6,PMS01_2000,4,NA,NA,NA,NA,1.7
POTTF ,PMS01,2000-07-10T00:00:00Z,2000,7,PMS01_2000,3,NA,0.907,NA,2,3
POTTF ,PMS01,2000-08-07T00:00:00Z,2000,8,PMS01_2000,3,NA,1.127,NA,41,0.4
POTTF ,PMS01,2000-09-11T00:00:00Z,2000,9,PMS01_2000,1,NA,1.159,NA,9,1.8
POTTF ,PMS01,2000-10-10T00:00:00Z,2000,10,PMS01_2000,0.11,NA,1.358,NA,NA,1.7
POTTF ,PMS01,2001-05-07T00:00:00Z,2001,5,PMS01_2001,25.4,NA,0.707,NA,8,2.1
POTTF ,PMS01,2001-06-11T00:00:00Z,2001,6,PMS01_2001,35.5,NA,0.806,NA,76,0.3
POTTF ,PMS01,2001-07-09T00:00:00Z,2001,7,PMS01_2001,38.8,NA,0.396,NA,6,0.6
POTTF ,PMS01,2001-08-13T00:00:00Z,2001,8,PMS01_2001,7.2,NA,0.751,NA,NA,0.2
POTTF ,PMS01,2001-09-10T00:00:00Z,2001,9,PMS01_2001,2.7,NA,0.453,NA,NA,1.3
POTTF ,PMS01,2001-10-15T00:00:00Z,2001,10,PMS01_2001,NA,NA,0.67,NA,NA,1.4
POTTF ,PMS01,2002-05-06T00:00:00Z,2002,5,PMS01_2002,2.6,NA,NA,NA,47,0.3
POTTF ,PMS01,2002-06-03T00:00:00Z,2002,6,PMS01_2002,2.3,NA,0.849,NA,NA,0.8
POTTF ,PMS01,2002-07-15T00:00:00Z,2002,7,PMS01_2002,0.69,NA,0.278,NA,7,1.3
POTTF ,PMS01,2002-08-12T00:00:00Z,2002,8,PMS01_2002,1,NA,0.188,NA,2,2.7
POTTF ,PMS01,2002-09-16T00:00:00Z,2002,9,PMS01_2002,1.4,NA,0.118,NA,2,3
POTTF ,PMS01,2002-10-15T00:00:00Z,2002,10,PMS01_2002,NA,NA,0.531,NA,5,2.2
POTTF ,PMS01,2009-05-11T00:00:00Z,2009,5,PMS01_2009,3.5,NA,NA,NA,56,0.3
POTTF ,PMS01,2009-06-15T00:00:00Z,2009,6,PMS01_2009,32.5,NA,NA,NA,24,0.4
POTTF ,PMS01,2009-07-13T00:00:00Z,2009,7,PMS01_2009,1,NA,NA,NA,NA,1.2
POTTF ,PMS01,2009-08-10T00:00:00Z,2009,8,PMS01_2009,2.1,NA,NA,NA,6,1
POTTF ,PMS01,2009-09-14T00:00:00Z,2009,9,PMS01_2009,0.4,NA,NA,NA,13,2.2
POTTF ,PMS01,2009-10-05T00:00:00Z,2009,10,PMS01_2009,0.5,NA,NA,NA,NA,2.7
POTTF ,PMS01,2010-05-10T00:00:00Z,2010,5,PMS01_2010,4.3,NA,NA,NA,11,0.8
POTTF ,PMS01,2010-06-21T00:00:00Z,2010,6,PMS01_2010,28.6,NA,NA,NA,NA,0.6
POTTF ,PMS01,2010-07-12T00:00:00Z,2010,7,PMS01_2010,37,NA,NA,NA,NA,0.9
POTTF ,PMS01,2010-08-23T00:00:00Z,2010,8,PMS01_2010,4,NA,NA,NA,NA,1.5
POTTF ,PMS01,2010-09-20T00:00:00Z,2010,9,PMS01_2010,2.6,NA,NA,NA,16,1.9
POTTF ,PMS01,2010-10-18T00:00:00Z,2010,10,PMS01_2010,0.5,NA,NA,NA,14,2
POTTF ,PMS01,2011-05-16T00:00:00Z,2011,5,PMS01_2011,10.9,NA,NA,NA,14,0.9
POTTF ,PMS01,2011-06-20T00:00:00Z,2011,6,PMS01_2011,14,NA,NA,NA,2,0.7
POTTF ,PMS01,2011-07-11T00:00:00Z,2011,7,PMS01_2011,560.29999,NA,NA,NA,12,0.5
POTTF ,PMS01,2011-08-15T00:00:00Z,2011,8,PMS01_2011,26,NA,NA,NA,10,0.4
POTTF ,PMS01,2011-09-12T00:00:00Z,2011,9,PMS01_2011,4.9,NA,NA,NA,76,0.1
POTTF ,PMS01,2011-10-11T00:00:00Z,2011,10,PMS01_2011,1.7,NA,NA,NA,4,1.1
POTTF ,PMS01,2012-05-07T00:00:00Z,2012,5,PMS01_2012,5.4,NA,NA,NA,8,1.1
POTTF ,PMS01,2012-06-18T00:00:00Z,2012,6,PMS01_2012,2.6,NA,NA,NA,NA,1.3
POTTF ,PMS01,2012-07-16T00:00:00Z,2012,7,PMS01_2012,3.5,NA,NA,NA,NA,1.2
POTTF ,PMS01,2012-08-13T00:00:00Z,2012,8,PMS01_2012,1.3,NA,NA,NA,NA,1.8
POTTF ,PMS01,2012-09-10T00:00:00Z,2012,9,PMS01_2012,2.7,NA,NA,NA,4,1.7
POTTF ,PMS01,2012-10-09T00:00:00Z,2012,10,PMS01_2012,1.4,NA,NA,NA,10,2.1
POTTF ,PMS01,2013-05-06T00:00:00Z,2013,5,PMS01_2013,0.5,NA,NA,NA,4,1.7
POTTF ,PMS01,2013-06-17T00:00:00Z,2013,6,PMS01_2013,2.4,NA,NA,NA,39,0.3
POTTF ,PMS01,2013-08-12T00:00:00Z,2013,8,PMS01_2013,0.2,NA,NA,NA,NA,1.2
POTTF ,PMS01,2013-09-09T00:00:00Z,2013,9,PMS01_2013,0.5,NA,NA,NA,4,2.4
POTTF ,PMS01,2013-10-07T00:00:00Z,2013,10,PMS01_2013,0.8,NA,NA,NA,12,3.1
POTTF ,PMS01,2014-05-12T00:00:00Z,2014,5,PMS01_2014,2.87109,NA,NA,NA,18,0.7
POTTF ,PMS01,2014-06-16T00:00:00Z,2014,6,PMS01_2014,3.57922,NA,NA,NA,17,0.1
POTTF ,PMS01,2014-07-07T00:00:00Z,2014,7,PMS01_2014,7.80228,NA,NA,NA,12,0.7
POTTF ,PMS01,2014-08-18T00:00:00Z,2014,8,PMS01_2014,1.74213,NA,NA,NA,5,1.1
POTTF ,PMS01,2014-09-08T00:00:00Z,2014,9,PMS01_2014,2.08132,NA,NA,NA,12,0.8
POTTF ,PMS01,2014-10-06T00:00:00Z,2014,10,PMS01_2014,1.01571,NA,NA,NA,6,1.8
POTTF ,PMS01,2015-05-18T00:00:00Z,2015,5,PMS01_2015,27.44406,NA,NA,NA,19,0.7
POTTF ,PMS01,2015-06-15T00:00:00Z,2015,6,PMS01_2015,12.4988,NA,NA,NA,NA,0.4
POTTF ,PMS01,2015-07-06T00:00:00Z,2015,7,PMS01_2015,6.47965,NA,NA,NA,NA,0.5
POTTF ,PMS01,2015-08-17T00:00:00Z,2015,8,PMS01_2015,4.22041,NA,NA,NA,12,1.3
POTTF ,PMS01,2015-09-14T00:00:00Z,2015,9,PMS01_2015,3.74482,NA,NA,NA,14,1.7
POTTF ,PMS01,2015-10-13T00:00:00Z,2015,10,PMS01_2015,0.98856,NA,NA,NA,4,1
POTTF ,PMS01,2016-05-09T00:00:00Z,2016,5,PMS01_2016,3.1048,NA,NA,NA,9,0.4
POTTF ,PMS01,2016-06-06T00:00:00Z,2016,6,PMS01_2016,1.95986,NA,NA,NA,31,0.4
POTTF ,PMS01,2016-07-11T00:00:00Z,2016,7,PMS01_2016,4.88524,NA,NA,NA,7,1.3
POTTF ,PMS01,2016-08-08T00:00:00Z,2016,8,PMS01_2016,2.46653,NA,NA,NA,4,1.6
POTTF ,PMS01,2016-09-12T00:00:00Z,2016,9,PMS01_2016,1.35421,NA,NA,NA,4,2.6
POTTF ,PMS01,2016-10-11T00:00:00Z,2016,10,PMS01_2016,1.13631,NA,NA,NA,4,2.6
POTTF ,PMS01,2017-05-08T00:00:00Z,2017,5,PMS01_2017,6.4,NA,NA,NA,208,0.1
POTTF ,PMS01,2017-06-12T00:00:00Z,2017,6,PMS01_2017,1.3,NA,NA,NA,4,2.1
POTTF ,PMS01,2017-07-10T00:00:00Z,2017,7,PMS01_2017,2.8,NA,NA,NA,6,1.3
POTTF ,PMS01,2017-08-07T00:00:00Z,2017,8,PMS01_2017,3.2,NA,NA,NA,9,NA
POTTF ,PMS01,2017-09-11T00:00:00Z,2017,9,PMS01_2017,0.7,NA,NA,NA,4,2
POTTF ,PMS01,2017-10-10T00:00:00Z,2017,10,PMS01_2017,0.9,NA,NA,NA,4,1.8
POTTF ,PMS01,2018-05-07T00:00:00Z,2018,5,PMS01_2018,4,NA,NA,NA,10,1.1
POTTF ,PMS01,2018-06-11T00:00:00Z,2018,6,PMS01_2018,1.1,NA,NA,NA,34,0.3
POTTF ,PMS01,2018-07-16T00:00:00Z,2018,7,PMS01_2018,2.9,NA,NA,NA,4,1.3
POTTF ,PMS01,2018-08-06T00:00:00Z,2018,8,PMS01_2018,2.9,NA,NA,NA,159,0.1
POTTF ,PMS01,2018-09-10T00:00:00Z,2018,9,PMS01_2018,3.9,NA,NA,NA,190,0.1
POTTF ,PMS01,2018-10-09T00:00:00Z,2018,10,PMS01_2018,1.1,NA,NA,NA,10,0.8
POTTF ,PMS01,2019-05-06T00:00:00Z,2019,5,PMS01_2019,4.4,NA,NA,NA,219,0.1
POTTF ,PMS01,2019-06-10T00:00:00Z,2019,6,PMS01_2019,1.6,NA,NA,NA,6,1.7
POTTF ,PMS01,2019-07-15T00:00:00Z,2019,7,PMS01_2019,1.5,NA,NA,NA,20,0.4
POTTF ,PMS01,2019-08-12T00:00:00Z,2019,8,PMS01_2019,2.8,NA,NA,NA,9,0.8
POTTF ,PMS01,2019-09-09T00:00:00Z,2019,9,PMS01_2019,1.3,NA,NA,NA,4,1.1
POTTF ,PMS01,2019-10-08T00:00:00Z,2019,10,PMS01_2019,0.82,NA,NA,NA,5,1.8
POTTF ,PMS01,2021-05-10T00:00:00Z,2021,5,PMS01_2021,1.49,NA,NA,NA,18,NA
POTTF ,PMS01,2021-06-07T00:00:00Z,2021,6,PMS01_2021,2.35,NA,NA,NA,6,0.5
POTTF ,PMS01,2021-07-12T00:00:00Z,2021,7,PMS01_2021,2.2,NA,NA,NA,4,2
POTTF ,PMS01,2021-08-09T00:00:00Z,2021,8,PMS01_2021,24.43,NA,NA,NA,8,0.7
POTTF ,PMS01,2021-09-07T00:00:00Z,2021,9,PMS01_2021,1.36,NA,NA,NA,31,0.5
POTTF ,PMS01,2021-10-12T00:00:00Z,2021,10,PMS01_2021,1.01,NA,NA,NA,5,1.7
POTTF ,PMS01,2022-05-09T00:00:00Z,2022,5,PMS01_2022,5.1,NA,NA,NA,522,0.1
POTTF ,PMS01,2022-06-06T00:00:00Z,2022,6,PMS01_2022,4.18,NA,NA,NA,4,NA
POTTF ,PMS01,2022-07-11T00:00:00Z,2022,7,PMS01_2022,2.86,NA,NA,NA,11,0.8
POTTF ,PMS01,2022-08-08T00:00:00Z,2022,8,PMS01_2022,0.94,NA,NA,NA,5,1
POTTF ,PMS01,2022-09-12T00:00:00Z,2022,9,PMS01_2022,0.76,NA,NA,NA,10,1
POTTF ,PMS01,2022-10-11T00:00:00Z,2022,10,PMS01_2022,0.07,NA,NA,NA,NA,2.7
POTTF ,PMS10,2000-05-08T00:00:00Z,2000,5,PMS10_2000,0.75,NA,0.891,NA,2,2.3
POTTF ,PMS10,2000-05-22T00:00:00Z,2000,5,PMS10_2000,2,NA,1.025,NA,3,1.9
POTTF ,PMS10,2000-06-12T00:00:00Z,2000,6,PMS10_2000,4,NA,NA,NA,NA,1.6
POTTF ,PMS10,2000-06-26T00:00:00Z,2000,6,PMS10_2000,3,NA,1.355,NA,10,NA
POTTF ,PMS10,2000-07-10T00:00:00Z,2000,7,PMS10_2000,3,NA,0.964,NA,4,2.7
POTTF ,PMS10,2000-07-24T00:00:00Z,2000,7,PMS10_2000,4,NA,1.22,NA,4,1.8
POTTF ,PMS10,2000-08-07T00:00:00Z,2000,8,PMS10_2000,0.27,NA,0.977,NA,11,0.6
POTTF ,PMS10,2000-08-21T00:00:00Z,2000,8,PMS10_2000,1,NA,1.088,NA,8,1.5
POTTF ,PMS10,2000-09-11T00:00:00Z,2000,9,PMS10_2000,2,NA,1.221,NA,4,2
POTTF ,PMS10,2000-09-25T00:00:00Z,2000,9,PMS10_2000,NA,NA,1.092,NA,8,1.7
POTTF ,PMS10,2000-10-10T00:00:00Z,2000,10,PMS10_2000,0.05,NA,1.44,NA,4,1.8
POTTF ,PMS10,2000-10-23T00:00:00Z,2000,10,PMS10_2000,NA,NA,1.069,NA,4,2.1
